   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.71281,             0.68389,             0.71111,             0.21248,            0.075069,             0.27021,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.066663,             0.63219,             0.77683,                35.2,             0.83519,             0.71346,               0.622,          0.00073683,             0.45839,            0.058462,             0.74336,             0.62521,             0.72339,                   3
             0.71908,              0.7569,             0.79619,             0.36595,            0.062551,             0.26492,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.039578,             0.30197,             0.84633,              16.663,             0.65315,             0.76863,              8.1463,          5.0878e-05,             0.18188,             0.69746,             0.17508,            0.078098,             0.24035,                   3
             0.87972,             0.85528,               0.922,             0.35231,            0.062435,             0.25439,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.032958,             0.74758,             0.13961,              17.116,             0.81871,             0.21304,              9.3053,          0.00040847,             0.15708,             0.83655,             0.37407,             0.83465,             0.18934,                   3
             0.74065,             0.61031,             0.65201,             0.17421,            0.075285,             0.25386,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.068829,             0.71317,             0.25647,              29.371,             0.60129,            0.058717,              9.4916,          0.00063401,             0.10411,             0.46964,             0.67527,             0.13388,            0.081229,                   3
               0.918,             0.88038,              0.9488,              0.3911,             0.05984,             0.24204,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.090087,            0.025083,             0.24372,              12.604,            0.001847,             0.13336,              9.5331,          5.5341e-05,             0.11356,             0.15668,             0.29441,             0.28907,             0.49974,                   3
             0.63315,             0.69592,             0.61137,             0.15746,            0.076244,             0.26169,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.026866,             0.73134,             0.75189,              35.125,              0.5256,             0.63228,              2.6246,          0.00095703,             0.03408,             0.73661,             0.33686,             0.66011,             0.31693,                   3
             0.86474,             0.85068,             0.89834,             0.30989,            0.065819,             0.25422,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.045166,             0.13456,             0.13231,              21.843,             0.44434,             0.16492,               1.253,          0.00082908,             0.23483,             0.24215,             0.50168,             0.60967,            0.046421,                   3
             0.80856,              0.8061,             0.82389,             0.24812,            0.066743,             0.25975,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.085323,             0.45896,            0.023716,               16.95,             0.57224,             0.39182,              3.1625,            0.000605,             0.81718,             0.64154,             0.85425,             0.44653,             0.95284,                   3
             0.77927,             0.78768,             0.75741,             0.19712,            0.069303,              0.2604,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.088452,             0.11015,            0.014479,               28.77,              0.6663,             0.61031,              9.5391,          0.00049083,            0.036056,             0.79363,             0.77344,             0.34025,             0.77934,                   3
             0.87724,             0.86022,             0.92356,             0.40038,            0.061435,             0.24103,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.018991,             0.27634,             0.45259,             0.21087,             0.10096,             0.36553,              6.0163,          0.00065229,             0.28959,             0.55658,             0.82225,             0.59787,             0.92533,                   3
             0.80073,             0.80476,             0.82855,             0.23465,            0.069366,              0.2537,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,              0.0777,             0.45201,             0.47332,              18.573,             0.85606,            0.075251,              3.7334,          0.00059608,             0.80235,             0.86914,             0.81894,             0.93579,             0.42946,                   3
             0.64012,             0.63833,             0.56547,             0.12083,            0.077289,             0.25975,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,             0.09908,             0.76376,             0.58008,              39.906,             0.53793,             0.52383,              1.9654,            0.000273,             0.49769,             0.55866,              0.2888,             0.71802,             0.89641,                   3
             0.85882,             0.85033,             0.90145,             0.33001,            0.062928,              0.2577,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.037364,             0.75898,            0.004417,              10.888,             0.59306,             0.47221,              3.2212,          0.00053435,             0.91751,             0.93092,             0.20219,             0.87884,             0.62781,                   3
             0.86348,             0.85215,             0.91325,             0.38245,            0.060961,             0.25213,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.018644,             0.55284,             0.42089,              10.694,             0.03816,             0.87975,             0.82183,           0.0007406,             0.57839,             0.27742,             0.21972,            0.011156,             0.47409,                   3
             0.88228,             0.84622,             0.92107,             0.44577,            0.057987,             0.25128,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.039314,             0.60821,             0.16419,             0.28487,             0.39017,             0.84924,              4.3881,          0.00072142,             0.27314,             0.27217,             0.18387,             0.44786,             0.27699,                   3
             0.68977,             0.72446,               0.777,             0.28452,            0.071568,             0.27348,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,           0.0029081,             0.89421,             0.86473,              32.361,             0.19518,             0.65271,             0.24675,          0.00053333,             0.45555,              0.8149,             0.97666,             0.27185,             0.02872,                   3
             0.92243,             0.87906,              0.9523,             0.40612,            0.059651,             0.24252,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.044604,             0.15903,             0.29421,              3.6769,            0.098122,            0.053456,              7.0396,          0.00089927,             0.77774,             0.88972,             0.07813,             0.36966,              0.7741,                   3
             0.82178,             0.77688,             0.79331,             0.23511,            0.070097,             0.25487,                   0,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.093546,             0.77426,            0.031442,              26.679,             0.59162,             0.64059,              4.7268,          5.8205e-05,             0.36434,             0.34202,             0.61992,             0.28795,             0.92527,                   3
